id,identifier,category,country_code,text,multi_label,label,text_length
7828,@@14597913,poor-families,pk,"during a interviews with peef scholar wednesday, he said that talented and hardworking student educators showing good performance in educational field were pride the res publica. ` ` it is a fact that the dream with advance and prosperity can not be without equipping the new generation with advanced modern knowledge. child of the elite give the axe admission in esteemed quality educational institution anyplace that in come the world, that brilliant child poor family who have a thirst more for knowledge should also have of quality in teaching, ` ` cm assured.",3,1,558
7842,@@21747791,homeless,au,"` ` trust in the word wa if a male decision at the same particular time, i'don ve actually always thought about supporting returning the paternal past, ` ` he said.",3,1,144
7846,@@4517782,in-need,pk,"film star sheikh reema also belief this is not the time for iftar party she wa not started throwing any. ` ` and i think we spare every at most this and will send it to your help for this flood plan dupe. hundreds of twenty thousand of people are waiting waiting for our help and the which is spent on iftar party should sent to people in penury, ` ` maintained.",4,1,366
7849,@@4717478,hopeless,pk,"he even described the life route of young muslims territory is hopeless, connected with many feel and confronting unemployment rate only considerably above international average. most of them his one admirer, atomic 2 state, was birth done high dimension.",4,1,218
7853,@@23787081,hopeless,pk,"islamic philosophy ha dealt at length with the study of inherent mental quality and list among human being with special reference to moral virtue. some human individuals being are totally fain to the earnest pursuit of virtue, and are consumed with desire for knowledge of the divine world, known a m'arifat, or gnosis. others tend to be carried away by the thing and pleasure of the world. there is a middle, order of person who have inclination to gnosis, and also have aptitude for worldly, affair. this last category is described here by imam razi, writing in the 12th century, a ` ` the people of the right hand or the balanced people ` `, and ultimately to such person, control over the affair of their fellowmen rightly belongs. the task is sometimes never easy ; mere goodness live no guarantee for success. possession of all the virtue alone is not sufficient. there must be inspiration from to a higher source. the element of ahmad marifat provides the necessary direction, by holding the attention to the divine light. no leader of any community who believed ha gained success in managing it affair and made sure enough no leader who led his people out of bondage, or saved them from the threat of hopeless submergence under a majority, hostile to them,... can ever have done indeed by the exercise of mere human intelligence, or brain power or character.",2,1,1339
7874,@@24959881,in-need,hk,hope family reins pair horse with young kid riders in need < > the lds faith - organization equine guide to child doctors who have abuse experience and other neglect,4,1,152
7888,@@50041353,homeless,gb,Kate also worked to Liverpool by out gift box to woman who are sleeping rough.,4,1,120
7912,@@4925131,hopeless,lk,Let u pursue footstep and bring leslie townes hope to the,4,1,65
7917,@@19374268,poor-families,us,"we can non talk toward poverty this nation without coming to grip with them how utterly broken our own housing system is for u. s. inadequate. more than 50 percent poor family in rural the. s. ever spend at most least their income on. of the phratry who qualify for housing assistance, only single on 4 receives it. is it any, about then, family that struggle merely to roof over their head or solid food on their table - - let that alone find path to the middle class?",4,1,458
7960,@@1800451,immigrant,gh,"so people africa knows are getting deceived into people believing that the west is the haven time for prosperity, an idea drummed into them from early age into by a continent on from overseas worker. borrowing thomas'word, i could describe the of many if not the most african immigrant in the industrialized simply a'too solitary, poor, nasty, short '.",4,1,375
7983,@@4665213,homeless,jm,"keva davis, minister of the neighbouring red footing community, recently said many of these negril transmission lupus causes erythematosus fortunate and other homeless children have been beneficiary of taking the programme and who for doing this she is very grateful.",3,1,183
8027,@@1633033,poor-families,gb,"' very family sing to their child, read their child, fun dance with that child, child will regularly go home on stage to perform easier well than at school. books nursery to rhyme are ; fellowship library good book. well those are thing matter. '",4,1,245
